Iter,Metric,Area(um^2),Power(uW),Delay(ns),Filename
Org,0.000000,150.56,nan,nan,Org
0,0.000000,156.94,nan,nan,buttfly_0-0-2
1,0.000000,156.41,nan,nan,buttfly_1-0-3
2,0.000000,153.22,nan,nan,buttfly_2-0-1
3,0.124762,147.63,nan,nan,buttfly_3-2-1
4,0.125149,144.97,nan,nan,buttfly_4-1-2
5,0.125118,138.59,nan,nan,buttfly_5-0-1
6,0.125071,138.32,nan,nan,buttfly_6-0-2
7,0.141709,135.93,nan,nan,buttfly_7-1-1
8,0.141278,132.73,nan,nan,buttfly_8-0-1
