Name,Metric,Area(um^2),Power(uW),Delay(ns)
buttfly_5-0-1,0.125118,138.59,nan,nan
buttfly_5-0-2,0.125056,153.75,nan,nan
buttfly_5-0-3,0.125149,143.37,nan,nan
buttfly_5-0-4,0.158017,150.82,nan,nan
buttfly_5-0-5,0.305229,149.49,nan,nan
buttfly_5-1-0,0.126778,160.40,nan,nan
buttfly_5-1-1,0.125956,157.47,nan,nan
buttfly_5-1-2,0.125114,140.98,nan,nan
buttfly_5-1-3,0.158118,144.44,nan,nan
buttfly_5-1-4,0.304735,142.31,nan,nan
buttfly_5-2-0,0.137110,150.56,nan,nan
buttfly_5-2-1,0.136305,146.30,nan,nan
buttfly_5-2-2,0.136172,146.57,nan,nan
buttfly_5-2-3,0.141466,141.78,nan,nan
buttfly_5-2-4,0.167917,150.29,nan,nan
buttfly_5-2-5,0.314214,148.43,nan,nan
buttfly_6-0-0,0.126798,157.21,nan,nan
buttfly_6-0-1,0.126072,155.34,nan,nan
buttfly_6-0-2,0.125071,138.32,nan,nan
buttfly_6-0-3,0.125118,143.64,nan,nan
buttfly_6-0-4,0.158014,146.57,nan,nan
buttfly_6-0-5,0.304936,143.91,nan,nan
buttfly_6-1-0,0.125664,151.09,nan,nan
buttfly_6-1-1,0.125786,145.24,nan,nan
buttfly_6-1-2,0.136592,142.04,nan,nan
buttfly_6-1-3,0.158118,146.03,nan,nan
buttfly_6-1-4,0.304735,142.84,nan,nan
buttfly_6-2-0,0.142655,140.98,nan,nan
buttfly_6-2-1,0.141466,140.18,nan,nan
buttfly_6-2-2,0.141175,143.64,nan,nan
buttfly_6-2-3,0.151056,140.45,nan,nan
buttfly_6-2-4,0.173830,149.49,nan,nan
buttfly_6-2-5,0.313292,142.84,nan,nan
buttfly_7-0-0,0.126838,156.41,nan,nan
buttfly_7-0-1,0.125912,153.48,nan,nan
buttfly_7-0-2,0.125165,195.24,nan,nan
buttfly_7-0-3,0.125071,144.17,nan,nan
buttfly_7-0-4,0.158224,143.11,nan,nan
buttfly_7-0-5,0.304914,142.58,nan,nan
buttfly_7-1-0,0.142655,142.58,nan,nan
buttfly_7-1-1,0.141709,135.93,nan,nan
buttfly_7-1-2,0.141175,139.38,nan,nan
buttfly_7-1-3,0.151056,143.37,nan,nan
buttfly_7-1-4,0.173830,145.77,nan,nan
buttfly_7-1-5,0.313292,139.92,nan,nan
buttfly_7-2-0,0.142383,139.12,nan,nan
buttfly_7-2-1,0.142166,145.50,nan,nan
buttfly_7-2-2,0.152021,144.44,nan,nan
buttfly_7-2-3,0.175798,149.49,nan,nan
buttfly_7-2-4,0.314677,145.24,nan,nan
buttfly_8-0-0,0.142842,142.84,nan,nan
buttfly_8-0-1,0.141278,132.73,nan,nan
buttfly_8-0-2,0.141507,141.51,nan,nan
buttfly_8-0-3,0.150707,141.25,nan,nan
buttfly_8-0-4,0.173717,144.44,nan,nan
buttfly_8-0-5,0.314335,141.25,nan,nan
buttfly_8-1-0,0.142097,134.86,nan,nan
buttfly_8-1-1,0.142383,140.18,nan,nan
buttfly_8-1-2,0.141647,141.51,nan,nan
buttfly_8-1-3,0.151956,139.65,nan,nan
buttfly_8-1-4,0.176528,145.24,nan,nan
buttfly_8-1-5,0.314860,136.99,nan,nan
buttfly_8-2-0,0.142166,143.64,nan,nan
buttfly_8-2-1,0.141432,194.18,nan,nan
buttfly_8-2-2,0.151080,142.31,nan,nan
buttfly_8-2-3,0.173463,146.03,nan,nan
buttfly_8-2-4,0.313395,137.52,nan,nan
