Name,Metric,Area(um^2),Power(uW),Delay(ns)
adder32_13-0-0,0.000717,117.04,nan,nan
adder32_13-0-1,0.000005,123.96,nan,nan
adder32_13-0-2,0.000004,118.10,nan,nan
adder32_13-0-3,0.238651,135.39,nan,nan
adder32_13-0-4,0.011648,127.95,nan,nan
adder32_13-0-5,0.000002,130.87,nan,nan
adder32_13-1-0,0.000719,118.10,nan,nan
adder32_13-1-1,0.000005,125.02,nan,nan
adder32_13-1-2,0.000005,116.51,nan,nan
adder32_13-1-3,0.238651,129.54,nan,nan
adder32_13-1-4,0.011651,127.68,nan,nan
adder32_13-1-5,0.000002,127.41,nan,nan
adder32_13-2-0,0.000717,118.10,nan,nan
adder32_13-2-1,0.000005,124.22,nan,nan
adder32_13-2-2,0.000005,118.64,nan,nan
adder32_13-2-3,0.238601,136.19,nan,nan
adder32_13-2-4,0.011648,126.88,nan,nan
adder32_13-2-5,0.000002,136.46,nan,nan
adder32_14-0-0,0.000719,115.18,nan,nan
adder32_14-0-1,0.000005,117.57,nan,nan
adder32_14-0-2,0.000005,111.45,nan,nan
adder32_14-0-3,0.238651,127.15,nan,nan
adder32_14-0-4,0.011651,121.56,nan,nan
adder32_14-0-5,0.000002,125.55,nan,nan
adder32_14-1-0,0.000719,108.00,nan,nan
adder32_14-1-1,0.000005,115.98,nan,nan
adder32_14-1-2,0.000005,111.19,nan,nan
adder32_14-1-3,0.238651,125.82,nan,nan
adder32_14-1-4,0.011651,122.63,nan,nan
adder32_14-2-0,0.000717,114.11,nan,nan
adder32_14-2-1,0.000005,118.64,nan,nan
adder32_14-2-2,0.000005,112.78,nan,nan
adder32_14-2-3,0.238601,132.20,nan,nan
adder32_14-2-4,0.011648,126.62,nan,nan
adder32_15-0-0,0.000719,110.66,nan,nan
adder32_15-0-1,0.000005,111.99,nan,nan
adder32_15-0-2,0.000005,107.46,nan,nan
adder32_15-0-3,0.238651,125.02,nan,nan
adder32_15-0-4,0.011651,117.84,nan,nan
adder32_15-1-0,0.000721,110.92,nan,nan
adder32_15-1-1,0.000005,114.11,nan,nan
adder32_15-1-2,0.000008,104.01,nan,nan
adder32_15-1-3,0.238603,109.86,nan,nan
adder32_15-1-4,0.011653,102.14,nan,nan
adder32_15-2-0,0.000721,111.99,nan,nan
adder32_15-2-1,0.000005,111.72,nan,nan
