Name,Metric,Area(um^2),Power(uW),Delay(ns)
adder_1-0-1,0.005786,929.40,nan,4943.960000
adder_1-0-2,0.003965,952.55,nan,4848.860000
adder_1-0-3,0.003970,902.01,nan,4947.480000
adder_1-0-4,0.003872,920.63,nan,4990.360000
adder_1-0-5,0.005788,871.15,nan,4955.190000
adder_1-0-6,0.003898,873.28,nan,5069.160000
adder_1-0-7,0.005691,938.71,nan,4801.980000
adder_1-1-0,0.005840,863.44,nan,5050.430000
adder_1-1-1,0.008472,940.84,nan,4775.250000
adder_1-1-2,0.003890,930.73,nan,4880.220000
adder_1-1-3,0.003881,929.40,nan,4875.340000
adder_1-1-4,0.003744,903.87,nan,4968.450000
adder_1-1-5,0.005704,892.96,nan,4872.670000
adder_1-1-6,0.003728,913.98,nan,4990.800000
adder_1-1-7,0.005602,911.05,nan,4838.280000
adder_1-1-8,0.003783,933.13,nan,4869.280000
adder_1-1-9,0.003831,865.83,nan,5106.910000
adder_1-1-10,0.005699,899.08,nan,4867.190000
adder_1-1-11,0.003914,867.43,nan,5075.280000
adder_1-1-12,0.003905,938.71,nan,4845.840000
adder_1-1-13,0.003878,924.62,nan,4888.190000
adder_1-1-14,0.005686,857.85,nan,5124.710000
adder_1-1-15,0.005697,817.95,nan,5225.690000
adder_1-1-16,0.009723,852.00,nan,4361.110000
adder_1-1-17,0.005697,892.43,nan,5016.430000
adder_1-1-18,0.003809,875.94,nan,5021.780000
adder_1-1-19,0.003847,947.76,nan,4903.750000
adder_1-1-0,0.003876,912.38,nan,4887.160000
adder_1-1-1,0.003723,928.34,nan,4836.800000
adder_1-1-2,0.005636,910.52,nan,4848.760000
adder_1-1-3,0.003788,913.18,nan,4932.500000
adder_1-1-4,0.003827,921.69,nan,4886.960000
adder_1-1-5,0.005625,837.63,nan,5130.450000
adder_1-1-6,0.003896,943.50,nan,4875.830000
adder_1-2-0,0.003990,900.94,nan,4987.210000
adder_1-2-1,0.004024,934.99,nan,4808.760000
adder_1-2-2,0.004021,930.20,nan,4821.600000
adder_1-2-3,0.003888,925.15,nan,4826.880000
adder_1-2-4,0.009790,808.37,nan,4405.630000
adder_1-2-5,0.004048,867.43,nan,5037.600000
adder_1-2-6,0.004033,936.32,nan,4779.660000
adder_1-2-7,0.006029,861.57,nan,4971.290000
adder_1-2-8,0.005840,878.33,nan,5047.160000
adder_1-2-9,0.005779,903.87,nan,4779.380000
adder_1-2-10,0.003931,934.46,nan,4791.070000
adder_1-2-11,0.005840,835.77,nan,5144.720000
adder_1-2-12,0.004040,966.64,nan,4780.700000
adder_1-2-13,0.005760,849.87,nan,5004.220000
adder_1-2-14,0.003952,870.09,nan,5033.590000
adder_1-2-15,0.005843,904.67,nan,4800.610000
adder_1-2-16,0.004019,911.05,nan,4772.450000
adder_1-2-17,0.003867,933.93,nan,4736.380000
adder_1-2-18,0.003871,913.18,nan,4984.640000
adder_1-2-19,0.005847,898.55,nan,4806.090000
adder_1-2-0,0.005746,908.39,nan,4813.860000
adder_1-2-1,0.003971,927.28,nan,4817.260000
adder_1-2-2,0.008616,851.47,nan,4965.210000
adder_1-2-3,0.003973,947.23,nan,4948.780000
adder_1-2-4,0.005919,829.92,nan,5152.280000
adder_1-2-5,0.003926,938.71,nan,4768.860000
adder_2-0-0,0.005669,959.20,nan,4763.370000
adder_2-0-1,0.007786,870.09,nan,5002.640000
adder_2-0-2,0.011669,828.59,nan,4359.440000
adder_2-0-3,0.005729,963.98,nan,4795.840000
adder_2-0-4,0.005801,933.13,nan,4979.830000
adder_2-0-5,0.005823,955.47,nan,4761.890000
adder_2-0-6,0.007650,888.71,nan,4821.230000
adder_2-0-7,0.007581,941.37,nan,4775.330000
adder_2-0-8,0.007548,917.43,nan,4819.920000
adder_2-0-9,0.007645,929.94,nan,4740.890000
adder_2-0-10,0.005733,959.73,nan,4818.060000
adder_2-0-11,0.007631,852.00,nan,5085.470000
adder_2-0-12,0.005836,961.59,nan,4807.260000
adder_2-0-13,0.007643,919.03,nan,5010.870000
adder_2-0-14,0.007571,853.86,nan,5079.910000
adder_2-0-15,0.005690,950.42,nan,4854.480000
adder_2-0-16,0.005788,958.13,nan,4872.890000
adder_2-0-17,0.005754,852.53,nan,5075.160000
adder_2-0-18,0.005674,916.64,nan,4950.840000
adder_2-0-19,0.007726,866.36,nan,5080.900000
adder_2-0-0,0.005773,952.55,nan,4814.000000
adder_2-0-1,0.005822,923.02,nan,4856.070000
adder_2-0-2,0.005860,902.01,nan,4976.780000
adder_2-0-3,0.005842,990.05,nan,4761.860000
adder_2-0-4,0.005850,861.04,nan,5041.360000
adder_2-0-5,0.010418,855.46,nan,5029.470000
adder_2-0-6,0.005826,960.26,nan,4749.040000
adder_2-0-7,0.007643,836.04,nan,5124.130000
adder_2-1-0,0.005906,922.49,nan,4872.200000
adder_2-1-1,0.010501,851.47,nan,4964.750000
adder_2-1-2,0.007631,912.65,nan,4808.610000
adder_2-1-3,0.005773,913.18,nan,4905.190000
adder_2-1-4,0.007805,856.25,nan,5048.290000
adder_2-1-5,0.007645,904.40,nan,4909.290000
adder_2-1-6,0.005757,932.86,nan,4869.270000
adder_2-1-7,0.007728,896.95,nan,4851.200000
adder_2-1-8,0.005878,909.72,nan,4976.770000
adder_2-1-9,0.007733,890.83,nan,4856.690000
adder_2-1-10,0.005752,926.21,nan,4820.820000
adder_2-1-11,0.007726,834.71,nan,5143.760000
adder_2-1-12,0.005905,913.44,nan,4831.880000
adder_2-1-13,0.007869,862.11,nan,5031.350000
adder_2-1-14,0.005837,865.56,nan,5049.550000
adder_2-1-15,0.007726,870.35,nan,5035.190000
adder_2-1-16,0.005812,931.00,nan,4853.290000
adder_2-1-17,0.005933,866.63,nan,5024.310000
adder_2-1-18,0.007664,904.13,nan,4826.510000
adder_2-1-19,0.005816,922.49,nan,4869.240000
adder_2-1-0,0.005919,924.35,nan,4857.970000
adder_2-1-1,0.005925,949.09,nan,4779.850000
adder_2-1-2,0.007715,867.16,nan,5061.450000
adder_2-1-3,0.011675,902.27,nan,4193.730000
adder_2-1-4,0.005856,919.56,nan,4870.980000
adder_2-1-5,0.005875,949.35,nan,4874.080000
adder_2-1-6,0.005909,927.28,nan,4859.360000
adder_2-2-0,0.005706,905.73,nan,4847.290000
adder_2-2-1,0.005799,864.23,nan,4927.510000
adder_2-2-2,0.005667,892.16,nan,4905.460000
adder_2-2-3,0.005647,900.94,nan,4814.820000
adder_2-2-4,0.007627,865.56,nan,4852.290000
adder_2-2-5,0.007620,943.50,nan,4827.640000
adder_2-2-6,0.005813,903.34,nan,4858.240000
adder_2-2-7,0.007764,861.31,nan,5031.710000
adder_2-2-8,0.005835,957.87,nan,4860.960000
adder_2-2-9,0.007498,873.81,nan,5019.430000
adder_2-2-10,0.011644,853.33,nan,4361.110000
adder_2-2-11,0.005770,899.61,nan,4944.110000
adder_2-2-12,0.007526,862.90,nan,4878.630000
adder_2-2-13,0.005711,901.47,nan,4869.500000
adder_2-2-14,0.005651,929.14,nan,4883.820000
adder_2-2-15,0.005801,897.22,nan,4867.800000
adder_2-2-16,0.005773,920.89,nan,4966.640000
adder_2-2-17,0.010388,858.38,nan,4947.860000
adder_2-2-18,0.007622,871.68,nan,4846.800000
adder_2-2-19,0.007609,874.61,nan,5007.850000
adder_2-2-0,0.007559,883.12,nan,4826.780000
adder_2-2-1,0.005819,931.80,nan,4812.830000
adder_2-2-2,0.007548,847.48,nan,5048.530000
adder_2-2-3,0.005804,902.01,nan,4854.950000
adder_2-2-4,0.007619,867.43,nan,5068.540000
adder_2-2-5,0.005750,894.29,nan,4864.980000
adder_3-0-0,0.007657,911.58,nan,4858.410000
adder_3-0-1,0.007781,880.19,nan,5011.630000
adder_3-0-2,0.009709,867.96,nan,4983.910000
adder_3-0-3,0.007745,874.87,nan,4896.420000
adder_3-0-4,0.009568,881.79,nan,4781.250000
adder_3-0-5,0.009554,838.70,nan,5053.720000
adder_3-0-6,0.009650,853.06,nan,5049.150000
adder_3-0-7,0.007652,915.84,nan,4836.200000
adder_3-0-8,0.012333,834.97,nan,5001.250000
adder_3-0-9,0.009566,870.88,nan,5051.220000
adder_3-0-10,0.009494,863.70,nan,4997.990000
adder_3-0-11,0.007597,867.96,nan,4996.990000
adder_3-0-12,0.007765,941.91,nan,4802.210000
adder_3-0-13,0.009471,869.29,nan,4860.280000
adder_3-0-14,0.007711,909.99,nan,4913.240000
adder_3-0-15,0.013590,829.92,nan,4359.440000
adder_3-0-16,0.007747,907.33,nan,4802.240000
adder_3-0-17,0.007759,913.44,nan,4847.610000
adder_3-0-18,0.009443,849.34,nan,5067.540000
adder_3-0-19,0.007724,883.12,nan,5035.150000
adder_3-0-0,0.007750,912.11,nan,4789.400000
adder_3-0-1,0.009565,844.02,nan,5121.920000
adder_3-0-2,0.007613,902.27,nan,4894.840000
adder_3-0-3,0.009505,893.23,nan,4815.680000
adder_3-0-4,0.007696,904.40,nan,4854.360000
adder_3-0-5,0.009573,875.41,nan,4789.480000
adder_3-0-6,0.007592,911.05,nan,4803.720000
adder_3-0-7,0.007783,899.08,nan,4951.050000
adder_3-1-0,0.007709,923.55,nan,4863.760000
adder_3-1-1,0.007753,932.86,nan,4827.340000
adder_3-1-2,0.009662,892.16,nan,5020.150000
adder_3-1-3,0.007843,914.77,nan,4754.900000
adder_3-1-4,0.007820,894.03,nan,4998.680000
adder_3-1-5,0.009662,855.19,nan,5093.080000
adder_3-1-6,0.007841,883.65,nan,4865.460000
adder_3-1-7,0.009746,861.57,nan,5015.350000
adder_3-1-8,0.009669,888.71,nan,4760.370000
adder_3-1-9,0.007748,923.29,nan,4788.860000
adder_3-1-10,0.007792,911.85,nan,4807.020000
adder_3-1-11,0.007693,869.82,nan,4972.090000
adder_3-1-12,0.009601,898.02,nan,4822.620000
adder_3-1-13,0.009641,856.25,nan,5011.980000
adder_3-1-14,0.007688,918.50,nan,4756.390000
adder_3-1-15,0.009650,847.21,nan,5019.920000
adder_3-1-16,0.013660,831.25,nan,4359.440000
adder_3-1-17,0.007807,923.02,nan,4886.880000
adder_3-1-18,0.007855,934.72,nan,4816.540000
adder_3-1-19,0.012437,842.42,nan,4944.090000
adder_3-1-0,0.007861,941.37,nan,4715.420000
adder_3-1-1,0.009664,889.24,nan,4733.910000
adder_3-1-2,0.007879,901.21,nan,4925.810000
adder_3-1-3,0.009590,869.55,nan,4969.660000
adder_3-1-4,0.007846,919.56,nan,4742.060000
adder_3-1-5,0.009567,876.74,nan,4812.940000
adder_3-1-6,0.009805,877.00,nan,4949.820000
adder_3-2-0,0.007637,964.25,nan,4602.830000
adder_3-2-1,0.007702,1059.48,nan,4468.960000
adder_3-2-2,0.009600,876.47,nan,4882.500000
adder_3-2-3,0.007697,969.04,nan,4635.300000
adder_3-2-4,0.007810,1051.23,nan,4497.200000
adder_3-2-5,0.007642,878.33,nan,4846.640000
adder_3-2-6,0.007739,946.43,nan,4697.510000
adder_3-2-7,0.009754,890.30,nan,4840.610000
adder_3-2-8,0.009488,861.04,nan,4919.890000
adder_3-2-9,0.007760,907.33,nan,4831.170000
adder_3-2-10,0.007804,950.68,nan,4676.720000
adder_3-2-11,0.009539,875.14,nan,4853.080000
adder_3-2-12,0.007826,891.63,nan,4866.730000
adder_3-2-13,0.009550,923.29,nan,4727.720000
adder_3-2-14,0.013635,841.36,nan,4214.540000
adder_3-2-15,0.009618,866.63,nan,4814.790000
adder_3-2-16,0.007828,910.52,nan,4806.150000
adder_3-2-17,0.009516,887.64,nan,4821.670000
adder_3-2-18,0.009611,869.55,nan,4906.450000
adder_3-2-19,0.013454,837.90,nan,5021.920000
adder_3-2-0,0.007795,981.27,nan,4635.850000
adder_3-2-1,0.007658,939.51,nan,4723.940000
adder_3-2-2,0.012378,846.68,nan,4853.590000
adder_3-2-3,0.007759,985.80,nan,4666.170000
adder_3-2-4,0.009613,948.29,nan,4647.910000
adder_3-2-5,0.009610,855.72,nan,4974.270000
adder_3-2-6,0.007764,924.35,nan,4869.030000
