Name,Metric,Area(um^2),Power(uW),Delay(ns)
max_2-0-79,0.004548,2030.11,nan,5309.950000
max_2-0-80,0.006750,2114.43,nan,6867.350000
max_2-0-81,0.004561,2084.64,nan,6474.060000
max_2-0-82,0.006816,2020.54,nan,6537.580000
max_2-0-83,0.004082,2026.92,nan,5291.110000
max_2-0-84,0.006640,2287.07,nan,6863.050000
max_2-0-85,0.004835,2273.50,nan,6822.280000
max_2-0-86,0.006730,2027.72,nan,5272.210000
max_2-0-87,0.004760,1889.40,nan,5879.070000
max_2-0-88,0.004774,2028.52,nan,5293.500000
max_2-0-89,0.004776,2109.38,nan,6167.820000
max_2-0-90,0.006481,1889.40,nan,5429.420000
max_2-0-91,0.003865,2078.79,nan,5895.040000
max_2-0-92,0.006685,2025.59,nan,5271.100000
max_2-0-93,0.006252,2077.46,nan,7059.160000
max_2-0-94,0.005772,2028.25,nan,5297.250000
max_2-0-95,0.004788,2222.70,nan,6772.980000
max_2-0-96,0.006676,2351.97,nan,6992.020000
max_2-0-97,0.004515,2074.53,nan,5272.930000
max_2-0-98,0.004580,2022.40,nan,5274.270000
max_2-0-99,0.006726,1930.36,nan,5834.050000
max_2-0-100,0.006705,2030.38,nan,5312.830000
max_2-0-101,0.006472,2038.36,nan,7413.580000
max_2-0-102,0.004825,2065.76,nan,5903.710000
max_2-0-103,0.004527,2078.26,nan,5305.840000
max_2-0-104,0.004676,2044.74,nan,5291.120000
max_2-0-105,0.004817,2071.08,nan,5846.370000
max_2-0-106,0.003853,2284.41,nan,6866.160000
max_2-0-107,0.005672,1931.43,nan,6686.750000
max_2-0-108,0.005372,2049.53,nan,5368.750000
max_2-0-109,0.006440,2138.64,nan,7562.770000
max_2-1-0,0.006095,2388.15,nan,6191.060000
max_2-1-1,0.006237,2069.75,nan,8070.140000
max_2-1-2,0.003344,2237.06,nan,8193.710000
max_2-1-3,0.004335,2074.80,nan,8096.050000
max_2-1-4,0.004319,2069.75,nan,8088.490000
max_2-1-5,0.006239,2074.80,nan,8065.700000
max_2-1-6,0.004305,2121.35,nan,8190.470000
max_2-1-7,0.004322,2072.94,nan,8095.940000
max_2-1-8,0.004075,2209.13,nan,8181.020000
max_2-1-9,0.006180,2070.01,nan,8073.910000
max_2-1-10,0.003332,2034.90,nan,6919.200000
max_2-1-12,0.004287,2131.19,nan,8121.190000
max_2-1-13,0.006234,2076.66,nan,8062.360000
max_2-1-14,0.004328,2042.35,nan,8034.770000
max_2-1-15,0.004294,2128.80,nan,8119.130000
max_2-1-16,0.006248,2069.48,nan,8074.870000
max_2-1-17,0.004359,2104.86,nan,6744.110000
max_2-1-18,0.003822,2050.33,nan,8024.810000
max_2-1-19,0.004052,2068.95,nan,8101.390000
max_2-1-20,0.004262,2029.58,nan,6876.120000
max_2-1-21,0.004032,2283.88,nan,5666.830000
max_2-1-22,0.006191,2071.34,nan,8054.570000
max_2-1-23,0.004315,2067.09,nan,8087.340000
max_2-1-24,0.004077,2134.92,nan,8092.380000
max_2-1-25,0.004076,2134.65,nan,8127.950000
max_2-1-26,0.004322,2290.53,nan,6661.550000
max_2-1-27,0.005804,1984.89,nan,6535.890000
max_2-1-28,0.004311,2047.67,nan,8025.190000
max_2-1-29,0.005801,1986.75,nan,6521.760000
max_2-1-30,0.003870,2076.93,nan,8078.250000
max_2-1-31,0.006242,2068.42,nan,8082.140000
max_2-1-32,0.006109,2234.13,nan,8049.610000
max_2-1-33,0.004282,2068.95,nan,8080.420000
max_2-1-34,0.004319,2246.64,nan,7401.480000
max_2-1-35,0.004258,2073.47,nan,8100.490000
max_2-1-36,0.006218,2196.36,nan,6742.490000
max_2-1-37,0.004299,2125.07,nan,8123.610000
max_2-1-38,0.006238,2069.48,nan,8079.070000
max_2-1-39,0.005207,2075.86,nan,8060.420000
max_2-1-40,0.003395,2068.68,nan,8083.350000
max_2-1-41,0.004071,2077.73,nan,8114.960000
max_2-1-42,0.006142,2078.79,nan,8076.150000
max_2-1-43,0.004742,2206.74,nan,6662.830000
max_2-1-44,0.003821,2381.23,nan,7098.790000
max_2-1-45,0.004325,2294.78,nan,5728.280000
max_2-1-46,0.004124,2111.51,nan,6931.850000
max_2-1-47,0.003818,2076.13,nan,8092.270000
max_2-1-48,0.006264,2139.17,nan,6778.330000
max_2-1-49,0.004351,2067.88,nan,8087.100000
max_2-1-50,0.005938,2129.86,nan,7847.420000
max_2-1-51,0.004302,2084.11,nan,6404.420000
max_2-1-52,0.004079,2198.22,nan,6731.960000
max_2-1-53,0.006252,2070.01,nan,8104.600000
max_2-1-54,0.006198,2104.86,nan,8134.310000
max_2-1-55,0.004279,2139.44,nan,8115.770000
max_2-1-56,0.004265,2167.37,nan,8204.630000
max_2-1-57,0.005328,2087.30,nan,6671.290000
max_2-1-58,0.006152,2064.16,nan,6713.000000
max_2-1-59,0.006452,2126.67,nan,8102.580000
max_2-1-60,0.009026,2202.48,nan,6671.850000
max_2-1-61,0.007385,2086.50,nan,6546.780000
max_2-1-62,0.004325,2375.11,nan,5671.740000
max_2-1-63,0.002869,2371.66,nan,8188.330000
max_2-1-64,0.006172,2072.41,nan,8076.700000
max_2-1-65,0.006055,2069.48,nan,8081.810000
max_2-1-66,0.004382,2167.10,nan,8105.760000
max_2-1-67,0.004395,2070.81,nan,8062.260000
max_2-1-68,0.006223,2069.21,nan,8071.190000
max_2-1-69,0.004283,2073.74,nan,8097.040000
max_2-1-70,0.006213,2071.87,nan,8082.740000
max_2-1-71,0.004354,2078.52,nan,8175.770000
max_2-1-72,0.004361,2069.21,nan,8074.780000
max_2-1-73,0.004312,2115.23,nan,6736.860000
max_2-1-74,0.005817,1940.74,nan,6553.410000
max_2-1-75,0.004345,2071.34,nan,6776.840000
max_2-1-76,0.004121,2130.39,nan,8094.390000
max_2-1-77,0.005711,2180.14,nan,7638.270000
max_2-1-78,0.004192,2077.73,nan,8108.360000
max_2-1-79,0.004072,2104.33,nan,8110.100000
max_2-1-80,0.006273,2271.37,nan,7483.180000
max_2-1-81,0.004084,2357.03,nan,6157.740000
max_2-1-82,0.006339,2273.77,nan,6327.120000
max_2-1-83,0.003605,2123.21,nan,6960.960000
max_2-1-84,0.006163,2081.72,nan,8090.660000
max_2-1-85,0.004358,2067.88,nan,8115.890000
max_2-1-86,0.006253,2069.48,nan,8095.330000
max_2-1-87,0.004283,2143.96,nan,7451.700000
max_2-1-88,0.004297,2073.20,nan,8095.800000
max_2-1-89,0.004299,2051.13,nan,8055.870000
max_2-1-90,0.006004,2160.72,nan,7406.020000
max_2-1-91,0.003388,2151.67,nan,8084.990000
max_2-1-92,0.006208,2069.75,nan,8081.500000
max_2-1-93,0.005770,2009.63,nan,7587.590000
max_2-1-94,0.005295,2071.61,nan,8061.040000
max_2-1-95,0.004312,2030.91,nan,6875.700000
max_2-1-96,0.006199,2250.36,nan,6844.450000
max_2-1-97,0.004038,2225.36,nan,8118.240000
max_2-1-98,0.006249,2079.59,nan,6618.110000
max_2-1-99,0.006228,2071.34,nan,8058.980000
max_2-1-100,0.005995,2101.40,nan,7654.900000
max_2-1-101,0.004348,2207.00,nan,6568.430000
max_2-1-102,0.004050,2142.10,nan,8126.600000
max_2-1-103,0.004199,2086.50,nan,8146.020000
max_2-1-104,0.004340,2067.88,nan,8087.370000
max_2-1-105,0.003376,2255.95,nan,7073.180000
max_2-1-106,0.005195,2080.92,nan,6629.430000
max_2-1-107,0.004895,2060.97,nan,7095.430000
max_2-1-108,0.005963,2048.73,nan,7351.320000
max_2-2-0,0.006605,2161.78,nan,6589.310000
max_2-2-1,0.006745,2036.23,nan,8058.560000
max_2-2-2,0.003852,2063.10,nan,8122.820000
max_2-2-3,0.004843,2040.22,nan,8086.210000
max_2-2-4,0.004828,2043.15,nan,8143.740000
max_2-2-5,0.004832,2041.28,nan,8066.870000
max_2-2-6,0.004824,2035.96,nan,8063.250000
max_2-2-7,0.004831,2039.69,nan,8084.370000
max_2-2-8,0.004583,2144.49,nan,8059.260000
max_2-2-9,0.006688,2036.76,nan,8062.020000
max_2-2-10,0.003841,2147.95,nan,8204.540000
max_2-2-12,0.004795,2020.80,nan,8069.460000
max_2-2-13,0.006742,2041.02,nan,8044.870000
max_2-2-14,0.004837,2123.21,nan,8195.390000
max_2-2-15,0.004802,2022.40,nan,8068.640000
max_2-2-16,0.006756,2036.50,nan,8063.240000
max_2-2-17,0.005927,2110.18,nan,6861.000000
max_2-2-18,0.004331,2232.54,nan,7028.010000
max_2-2-19,0.004771,2147.68,nan,8239.710000
max_2-2-20,0.004541,2087.04,nan,8223.820000
max_2-2-21,0.006699,2042.88,nan,8065.630000
max_2-2-22,0.004824,2032.51,nan,8156.500000
max_2-2-23,0.004585,2117.09,nan,8060.060000
max_2-2-24,0.004585,2058.84,nan,8187.100000
max_2-2-25,0.004831,2200.09,nan,6950.850000
max_2-2-26,0.006312,2065.49,nan,6693.680000
max_2-2-27,0.004819,2124.01,nan,8067.210000
max_2-2-28,0.006306,2067.88,nan,6669.590000
max_2-2-29,0.004378,2043.68,nan,8068.660000
max_2-2-30,0.006751,2038.09,nan,8068.050000
max_2-2-31,0.006618,1930.10,nan,7942.010000
max_2-2-32,0.004790,2054.58,nan,8156.000000
max_2-2-33,0.004828,2271.91,nan,6889.710000
max_2-2-34,0.004767,2041.02,nan,8204.020000
max_2-2-35,0.006727,2208.33,nan,6934.230000
max_2-2-36,0.004808,2018.94,nan,8094.770000
max_2-2-37,0.006746,2036.50,nan,8067.320000
max_2-2-38,0.005715,2040.22,nan,8079.470000
max_2-2-39,0.003904,2035.70,nan,8070.510000
max_2-2-40,0.004579,2097.94,nan,8093.520000
max_2-2-41,0.006650,2109.38,nan,8191.770000
max_2-2-42,0.005251,2217.64,nan,6691.230000
max_2-2-43,0.004329,2063.10,nan,8279.430000
max_2-2-44,0.004833,2309.15,nan,6954.370000
max_2-2-45,0.004632,2222.96,nan,8219.050000
max_2-2-46,0.004326,2044.74,nan,8247.500000
max_2-2-47,0.006772,2108.05,nan,8034.520000
max_2-2-48,0.004859,2035.17,nan,8209.860000
max_2-2-49,0.006447,2387.35,nan,8012.100000
max_2-2-50,0.004811,2090.76,nan,6931.790000
max_2-2-51,0.004588,2264.99,nan,7162.110000
max_2-2-52,0.006760,2036.76,nan,8061.480000
max_2-2-53,0.006707,2225.36,nan,7076.270000
max_2-2-54,0.004788,2020.27,nan,8143.490000
max_2-2-55,0.004773,2122.68,nan,8148.780000
max_2-2-56,0.005837,2009.10,nan,8137.370000
max_2-2-57,0.006661,2047.67,nan,6943.190000
max_2-2-58,0.006956,2066.29,nan,8067.630000
max_2-2-59,0.009488,2204.87,nan,6854.280000
max_2-2-60,0.007910,2158.86,nan,6731.120000
max_2-2-61,0.004834,2071.34,nan,8060.100000
max_2-2-62,0.003378,2154.33,nan,8272.570000
max_2-2-63,0.006681,2151.14,nan,8052.750000
max_2-2-64,0.006563,2036.50,nan,8071.590000
max_2-2-65,0.004889,2016.55,nan,8008.280000
max_2-2-66,0.004903,2035.43,nan,8052.240000
max_2-2-67,0.006732,2034.37,nan,8059.110000
max_2-2-68,0.004792,2039.69,nan,8085.340000
max_2-2-69,0.006722,2039.16,nan,8084.010000
max_2-2-70,0.004860,2040.75,nan,8153.970000
max_2-2-71,0.004870,2034.63,nan,8053.620000
max_2-2-72,0.004820,2075.60,nan,6742.800000
max_2-2-73,0.006325,1903.76,nan,6718.340000
max_2-2-74,0.004854,2064.43,nan,6806.470000
max_2-2-75,0.004628,2081.72,nan,8045.910000
max_2-2-76,0.006219,2044.48,nan,8202.740000
max_2-2-77,0.004700,2030.91,nan,8067.740000
max_2-2-78,0.004580,2033.57,nan,8227.990000
max_2-2-79,0.006782,2282.28,nan,6785.190000
max_2-2-80,0.004592,2152.74,nan,6599.350000
max_2-2-81,0.006848,2152.74,nan,7045.100000
max_2-2-82,0.004113,2036.76,nan,8085.570000
max_2-2-83,0.006672,2021.87,nan,8076.100000
max_2-2-84,0.004867,2016.28,nan,7979.790000
max_2-2-85,0.006762,2038.09,nan,8065.540000
max_2-2-86,0.004792,2165.51,nan,7472.630000
max_2-2-87,0.004805,2040.22,nan,8084.030000
max_2-2-88,0.004808,2122.95,nan,8100.030000
max_2-2-89,0.006512,2096.35,nan,7539.860000
max_2-2-90,0.003897,2049.00,nan,8087.560000
max_2-2-91,0.006716,2037.29,nan,8058.970000
max_2-2-92,0.006278,1963.35,nan,7649.630000
max_2-2-93,0.005803,2042.35,nan,8176.130000
max_2-2-94,0.004820,2145.82,nan,8199.160000
max_2-2-95,0.006708,2037.56,nan,7048.080000
max_2-2-96,0.004546,2188.12,nan,8063.800000
max_2-2-97,0.004355,2195.30,nan,8206.490000
max_2-2-98,0.006758,2159.92,nan,6746.100000
max_2-2-99,0.006737,2039.95,nan,8042.280000
max_2-2-100,0.006503,2032.77,nan,7740.870000
max_2-2-101,0.004857,2282.81,nan,6692.040000
max_2-2-102,0.004558,2075.07,nan,8085.680000
max_2-2-103,0.004708,2100.07,nan,8157.620000
max_2-2-104,0.004848,2035.43,nan,8161.610000
max_2-2-105,0.003885,2168.17,nan,7132.200000
max_2-2-106,0.005704,2161.78,nan,6734.700000
max_2-2-107,0.005404,2041.28,nan,7077.010000
max_2-2-108,0.006472,2032.51,nan,7448.330000
max_3-0-0,0.008466,2229.35,nan,7583.870000
max_3-0-1,0.008608,1888.87,nan,5889.660000
max_3-0-2,0.005715,2228.28,nan,6978.900000
max_3-0-3,0.006706,1890.99,nan,5896.000000
max_3-0-4,0.006691,1887.27,nan,5887.450000
max_3-0-5,0.008611,1888.33,nan,5872.990000
max_3-0-6,0.006676,2221.63,nan,6944.370000
max_3-0-7,0.006694,1890.99,nan,5896.000000
max_3-0-8,0.006446,2157.26,nan,7035.350000
max_3-0-9,0.008552,1886.21,nan,5872.650000
max_3-0-10,0.005704,1894.72,nan,6905.880000
max_3-0-12,0.006658,2194.77,nan,6993.250000
max_3-0-13,0.008605,1891.79,nan,5940.420000
max_3-0-14,0.006700,2041.82,nan,6723.860000
max_3-0-15,0.006665,2193.97,nan,6969.940000
max_3-0-16,0.008619,1887.27,nan,5872.670000
max_3-0-17,0.006731,1775.55,nan,5966.830000
max_3-0-18,0.006194,2042.08,nan,6794.020000
max_3-0-19,0.006423,1884.61,nan,5855.960000
max_3-0-20,0.006634,1892.59,nan,6862.450000
max_3-0-21,0.006404,1997.39,nan,7008.550000
max_3-0-22,0.008562,1887.80,nan,5853.000000
max_3-0-23,0.006687,2073.20,nan,5861.230000
max_3-0-24,0.006448,1914.14,nan,7058.720000
max_3-0-25,0.006448,1895.78,nan,5897.020000
max_3-0-26,0.006694,2039.69,nan,7287.130000
max_3-0-27,0.008175,1808.80,nan,7107.820000
max_3-0-28,0.006682,2041.28,nan,6728.590000
max_3-0-29,0.008172,1770.76,nan,7113.070000
max_3-0-30,0.006242,1894.45,nan,5909.570000
max_3-0-31,0.008614,1888.33,nan,5870.630000
max_3-0-32,0.008475,1875.30,nan,5948.530000
max_3-0-33,0.006653,1885.14,nan,5853.680000
max_3-0-34,0.006691,2004.04,nan,7528.440000
max_3-0-35,0.006630,1889.93,nan,5879.080000
max_3-0-36,0.008590,2129.33,nan,7028.370000
max_3-0-37,0.006671,2192.11,nan,6955.440000
max_3-0-38,0.008609,1886.21,nan,5855.820000
max_3-0-39,0.008559,1888.07,nan,5855.620000
max_3-0-40,0.005741,1890.73,nan,5872.020000
max_3-0-41,0.006442,1918.39,nan,7013.050000
max_3-0-42,0.008513,1893.39,nan,5868.290000
max_3-0-43,0.007114,2014.42,nan,6459.520000
max_3-0-44,0.006192,2093.69,nan,6911.610000
max_3-0-45,0.006696,1943.13,nan,6843.950000
max_3-0-46,0.006495,1896.58,nan,6393.640000
max_3-0-47,0.006189,1893.39,nan,5906.910000
max_3-0-48,0.008635,1896.58,nan,6418.480000
max_3-0-49,0.006722,1884.08,nan,5899.340000
max_3-0-50,0.008310,2067.88,nan,6199.360000
max_3-0-51,0.006674,2012.56,nan,6519.000000
max_3-0-52,0.006451,1895.25,nan,6889.990000
max_3-0-53,0.008623,1884.34,nan,5820.410000
max_3-0-54,0.008570,2189.98,nan,6945.790000
max_3-0-55,0.006651,2190.78,nan,6972.040000
max_3-0-56,0.006636,2017.08,nan,6780.700000
max_3-0-57,0.007700,2010.16,nan,6618.170000
max_3-0-58,0.008524,2079.06,nan,5456.510000
max_3-0-59,0.008812,1902.70,nan,5900.690000
max_3-0-60,0.011355,2038.09,nan,6034.580000
max_3-0-61,0.009762,1975.85,nan,6342.220000
max_3-0-62,0.006697,1918.13,nan,6940.330000
max_3-0-63,0.005241,2126.14,nan,6322.780000
max_3-0-64,0.008544,1889.66,nan,5878.820000
max_3-0-65,0.008426,1884.88,nan,5838.980000
max_3-0-66,0.006753,2193.44,nan,7012.440000
max_3-0-67,0.006768,1887.00,nan,5859.930000
max_3-0-68,0.008595,1885.14,nan,5855.140000
max_3-0-69,0.006655,1890.46,nan,5896.010000
max_3-0-70,0.008585,1887.00,nan,5866.370000
max_3-0-71,0.006725,1912.27,nan,6899.520000
max_3-0-72,0.006732,1888.33,nan,5856.030000
max_3-0-73,0.006683,1884.88,nan,5864.260000
max_3-0-74,0.008188,1841.52,nan,7010.610000
max_3-0-75,0.006717,1953.50,nan,5737.770000
max_3-0-76,0.006492,1914.67,nan,7024.610000
max_3-0-77,0.008082,2000.85,nan,8000.540000
max_3-0-78,0.006563,1898.71,nan,6658.880000
max_3-0-79,0.006443,2039.69,nan,6957.220000
max_3-0-80,0.008645,1954.04,nan,7601.920000
max_3-0-81,0.006455,2016.81,nan,6879.810000
max_3-0-82,0.008711,2031.71,nan,6080.170000
max_3-0-83,0.005976,1890.20,nan,5888.400000
max_3-0-84,0.008535,2300.10,nan,6864.170000
max_3-0-85,0.006730,2022.93,nan,6782.650000
max_3-0-86,0.006730,2026.65,nan,5291.400000
max_3-0-87,0.006684,1883.28,nan,5862.440000
max_3-0-88,0.006668,1892.32,nan,5896.500000
max_3-0-89,0.006671,1892.06,nan,6982.620000
max_3-0-90,0.008375,1886.21,nan,5433.650000
max_3-0-91,0.005760,2075.86,nan,5890.260000
max_3-0-92,0.008579,1887.54,nan,5892.160000
max_3-0-93,0.008147,2138.64,nan,6848.340000
max_3-0-94,0.007666,1888.33,nan,5866.490000
max_3-0-95,0.006683,1936.48,nan,6857.560000
max_3-0-96,0.008571,2397.72,nan,7180.360000
max_3-0-97,0.006409,1889.66,nan,5862.570000
max_3-0-98,0.006475,1884.61,nan,5846.810000
max_3-0-99,0.008621,1765.97,nan,5766.520000
max_3-0-100,0.008600,1890.46,nan,5944.800000
max_3-0-101,0.008366,1949.51,nan,6996.060000
max_3-0-102,0.006720,1954.30,nan,5948.560000
max_3-0-103,0.006422,1893.65,nan,5895.910000
max_3-0-104,0.006571,1893.39,nan,5895.630000
max_3-0-105,0.006712,1884.88,nan,5866.510000
max_3-0-106,0.005748,2030.64,nan,6928.640000
max_3-0-107,0.007567,1772.89,nan,7107.050000
max_3-0-108,0.007267,1922.91,nan,6016.910000
max_3-0-109,0.008335,2135.71,nan,7717.120000
max_3-1-0,0.007038,2168.17,nan,5649.020000
max_3-1-1,0.007181,2034.90,nan,6929.930000
max_3-1-2,0.004288,2046.34,nan,8047.950000
max_3-1-3,0.005278,2036.23,nan,6934.830000
max_3-1-4,0.005263,2301.96,nan,6909.470000
max_3-1-5,0.007183,2033.84,nan,6913.250000
max_3-1-6,0.005248,2043.68,nan,8015.400000
max_3-1-7,0.005266,2036.23,nan,6934.830000
max_3-1-8,0.005018,2301.70,nan,6970.140000
max_3-1-9,0.006180,2031.18,nan,6895.910000
max_3-1-10,0.004344,2029.05,nan,6880.980000
max_3-1-12,0.005231,2185.46,nan,8062.940000
max_3-1-13,0.007178,2036.76,nan,6963.730000
max_3-1-14,0.005272,2031.44,nan,6890.350000
max_3-1-15,0.005238,2185.19,nan,8059.450000
max_3-1-16,0.007192,2032.77,nan,6912.940000
max_3-1-17,0.005303,1954.30,nan,7236.390000
max_3-1-18,0.004766,2224.29,nan,5650.630000
max_3-1-19,0.004995,2030.11,nan,6895.070000
max_3-1-20,0.005206,2129.33,nan,7021.840000
max_3-1-21,0.004976,2209.40,nan,6786.400000
max_3-1-22,0.007135,2034.63,nan,6896.400000
max_3-1-23,0.005259,2303.03,nan,6895.380000
max_3-1-24,0.005021,2307.02,nan,6950.170000
max_3-1-25,0.005020,2040.75,nan,6935.470000
max_3-1-26,0.005266,2272.17,nan,5623.860000
max_3-1-27,0.006748,2154.87,nan,5844.730000
max_3-1-28,0.005255,2316.33,nan,5763.500000
max_3-1-29,0.006745,2162.05,nan,7190.750000
max_3-1-30,0.004814,2042.35,nan,6943.440000
max_3-1-31,0.007186,2033.04,nan,6909.970000
max_3-1-32,0.007053,2083.05,nan,8031.210000
max_3-1-33,0.005225,2300.63,nan,6909.260000
max_3-1-34,0.005263,2303.03,nan,5919.280000
max_3-1-35,0.005202,2035.70,nan,6916.600000
max_3-1-36,0.007162,2432.84,nan,6630.060000
max_3-1-37,0.005243,2184.66,nan,8070.550000
max_3-1-38,0.007182,2031.71,nan,6895.930000
max_3-1-39,0.006151,2034.63,nan,6896.390000
max_3-1-40,0.004339,2030.11,nan,6880.440000
max_3-1-41,0.005015,2305.69,nan,6915.090000
max_3-1-42,0.007085,2305.95,nan,6920.800000
max_3-1-43,0.005686,2064.43,nan,5800.310000
max_3-1-44,0.004765,2151.94,nan,7010.230000
max_3-1-45,0.005268,2077.19,nan,6970.140000
max_3-1-46,0.005068,2040.75,nan,6967.510000
max_3-1-47,0.004762,2038.89,nan,6952.710000
max_3-1-48,0.007208,2090.76,nan,5786.820000
max_3-1-49,0.005295,2030.11,nan,6914.160000
max_3-1-50,0.006882,2108.05,nan,6707.600000
max_3-1-51,0.005246,2200.62,nan,5866.070000
max_3-1-52,0.005023,2275.90,nan,6712.870000
max_3-1-53,0.007195,2031.44,nan,6880.150000
max_3-1-54,0.007142,2185.72,nan,8073.970000
max_3-1-55,0.005223,2186.52,nan,8054.280000
max_3-1-56,0.005208,2077.73,nan,8086.970000
max_3-1-57,0.006272,2276.69,nan,7139.610000
max_3-1-58,0.007096,2349.05,nan,6628.570000
max_3-1-59,0.007395,2047.93,nan,6969.380000
max_3-1-60,0.009960,2221.10,nan,5765.550000
max_3-1-61,0.008330,2206.20,nan,5861.360000
max_3-1-62,0.005269,2162.05,nan,5785.750000
max_3-1-63,0.003813,2322.45,nan,5842.180000
max_3-1-64,0.007116,2035.43,nan,6905.180000
max_3-1-65,0.006998,2030.38,nan,6875.940000
max_3-1-66,0.005325,2089.43,nan,8037.690000
max_3-1-67,0.005339,2033.57,nan,6903.130000
max_3-1-68,0.007167,2030.64,nan,6897.030000
max_3-1-69,0.005227,2036.23,nan,6934.830000
max_3-1-70,0.007157,2032.24,nan,6924.130000
max_3-1-71,0.005298,2413.95,nan,5326.610000
max_3-1-72,0.005305,2032.51,nan,6896.710000
max_3-1-73,0.005255,2251.16,nan,7413.180000
max_3-1-74,0.006761,2153.27,nan,7159.220000
max_3-1-75,0.005289,2215.25,nan,6866.560000
max_3-1-76,0.005065,2303.29,nan,6923.540000
max_3-1-77,0.006655,2257.28,nan,7629.210000
max_3-1-78,0.005135,2308.08,nan,6934.160000
max_3-1-79,0.005015,2306.22,nan,6932.700000
max_3-1-80,0.007217,2256.74,nan,5656.000000
max_3-1-81,0.005028,2167.90,nan,5638.430000
max_3-1-82,0.007283,2075.07,nan,5909.630000
max_3-1-83,0.004548,2036.76,nan,5676.950000
max_3-1-84,0.007107,2075.86,nan,8011.200000
max_3-1-85,0.005302,2151.41,nan,8100.180000
max_3-1-86,0.007197,2036.50,nan,6938.050000
max_3-1-87,0.005227,2081.72,nan,5729.400000
max_3-1-88,0.005241,2038.09,nan,6933.190000
max_3-1-89,0.005243,2316.33,nan,5780.220000
max_3-1-90,0.006948,2155.13,nan,6527.010000
max_3-1-91,0.004332,2307.02,nan,6921.710000
max_3-1-92,0.007152,2033.04,nan,6931.470000
max_3-1-93,0.006714,2189.98,nan,7099.020000
max_3-1-94,0.006238,2302.23,nan,6911.790000
max_3-1-95,0.005255,2127.47,nan,6970.980000
max_3-1-96,0.007143,2126.40,nan,6752.260000
max_3-1-97,0.004982,2315.80,nan,6915.500000
max_3-1-98,0.004790,1925.04,nan,8141.960000
max_3-1-99,0.007193,2153.27,nan,7170.230000
max_3-1-100,0.007172,2039.16,nan,7006.990000
max_3-1-101,0.006938,2298.51,nan,7909.950000
max_3-1-102,0.005292,2166.57,nan,6141.730000
max_3-1-103,0.004994,2040.22,nan,6936.360000
max_3-1-104,0.005143,2313.40,nan,6949.950000
max_3-1-105,0.005284,2300.10,nan,6903.530000
max_3-1-106,0.004320,2180.14,nan,7040.180000
max_3-1-107,0.006139,2159.12,nan,7176.100000
max_3-1-108,0.005839,2064.69,nan,7064.840000
max_3-1-109,0.006907,2054.05,nan,7501.280000
max_3-2-0,0.008542,2054.05,nan,6593.650000
max_3-2-1,0.008685,1945.79,nan,6019.510000
max_3-2-2,0.005789,2391.07,nan,6790.820000
max_3-2-3,0.006782,1947.92,nan,6126.690000
max_3-2-4,0.006786,1943.93,nan,7165.630000
max_3-2-5,0.008687,1946.59,nan,6053.220000
max_3-2-6,0.006752,2388.41,nan,6776.530000
max_3-2-7,0.006770,1946.85,nan,6108.730000
max_3-2-8,0.006524,1948.98,nan,6109.480000
max_3-2-9,0.008628,1945.52,nan,6126.390000
max_3-2-10,0.005780,2141.57,nan,8026.460000
max_3-2-12,0.006735,2227.75,nan,6866.220000
max_3-2-13,0.008682,1944.19,nan,6122.620000
max_3-2-14,0.006776,2091.03,nan,7506.150000
max_3-2-15,0.006742,2226.69,nan,6866.650000
max_3-2-16,0.008695,1945.26,nan,6128.680000
max_3-2-17,0.008262,1945.52,nan,6130.160000
max_3-2-18,0.005012,2094.22,nan,7509.420000
max_3-2-19,0.006609,1944.73,nan,6136.750000
max_3-2-20,0.006710,2151.67,nan,7855.310000
max_3-2-21,0.006480,1900.04,nan,7367.930000
max_3-2-22,0.008638,1986.75,nan,5498.700000
max_3-2-23,0.006763,1938.87,nan,6854.610000
max_3-2-24,0.006525,1950.58,nan,6440.150000
max_3-2-25,0.006524,1962.28,nan,6130.210000
max_3-2-26,0.006770,2037.56,nan,7052.370000
max_3-2-27,0.008252,1953.24,nan,6556.680000
max_3-2-28,0.006758,2093.95,nan,7464.890000
max_3-2-29,0.008248,1952.44,nan,6537.050000
max_3-2-30,0.006318,1948.45,nan,6120.720000
max_3-2-31,0.008690,1944.73,nan,6084.660000
max_3-2-32,0.008552,1966.27,nan,6894.000000
max_3-2-33,0.006729,1944.19,nan,6124.180000
max_3-2-34,0.006767,2179.34,nan,7886.670000
max_3-2-35,0.006706,1947.39,nan,6105.850000
max_3-2-36,0.008666,2046.87,nan,7590.500000
max_3-2-37,0.006747,2228.28,nan,6866.710000
max_3-2-38,0.008685,1945.26,nan,6127.510000
max_3-2-39,0.008635,1946.32,nan,6125.790000
max_3-2-40,0.005817,1948.45,nan,6144.000000
max_3-2-41,0.006518,1951.11,nan,6136.310000
max_3-2-42,0.008589,1951.11,nan,6144.240000
max_3-2-43,0.007190,1984.36,nan,5820.130000
max_3-2-44,0.006268,2147.95,nan,8097.980000
max_3-2-45,0.006772,2134.38,nan,8062.630000
max_3-2-46,0.006572,1951.91,nan,6173.360000
max_3-2-47,0.006265,1947.39,nan,6140.900000
max_3-2-48,0.008712,1925.57,nan,5998.700000
max_3-2-49,0.006798,1942.60,nan,6148.460000
max_3-2-50,0.008386,2299.30,nan,5996.340000
max_3-2-51,0.006750,2224.03,nan,5432.420000
max_3-2-52,0.006527,2141.03,nan,7989.040000
